Transcript,Start,Stop
T26A8.2.1|cdna|chromosome:WBcel235:IV:8424278:8428512:1|gene:WBGene00020825.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tmem-231,81.0,84.0
T27C10.7.1|cdna|chromosome:WBcel235:I:10878047:10878378:-1|gene:WBGene00020860.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nspd-10,,
T28F2.2b.1|cdna|chromosome:WBcel235:I:3637353:3638819:1|gene:WBGene00020901.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T28F2.2,,
T28H11.7.1|cdna|chromosome:WBcel235:IV:5015276:5016281:-1|gene:WBGene00020905.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T28H11.7,,
W02F12.5.1|cdna|chromosome:WBcel235:V:6707058:6709101:-1|gene:WBGene00020950.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:dlst-1,141.0,144.0
W03D8.3.1|cdna|chromosome:WBcel235:I:2820869:2822300:-1|gene:WBGene00020986.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W03D8.3,,
W03F9.4a.2|cdna|chromosome:WBcel235:V:147538:152104:-1|gene:WBGene00021002.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W03F9.4,30.0,33.0
W04B5.3a.1|cdna|chromosome:WBcel235:III:2418548:2423912:1|gene:WBGene00021020.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W04B5.3,,
W05H7.1.1|cdna|chromosome:WBcel235:X:1450768:1452306:1|gene:WBGene00021044.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W05H7.1,468.0,471.0
W05H7.3.1|cdna|chromosome:WBcel235:X:1439261:1440261:-1|gene:WBGene00021046.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sedl-1,,
W08A12.2a.1|cdna|chromosome:WBcel235:V:3684664:3685830:-1|gene:WBGene00021079.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W08A12.2,399.0,
W08E12.5.1|cdna|chromosome:WBcel235:IV:3300792:3301300:1|gene:WBGene00021086.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W08E12.5,189.0,
W08F4.5.1|cdna|chromosome:WBcel235:II:567666:568876:-1|gene:WBGene00021094.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W08F4.5,177.0,180.0
W09G12.9.1|cdna|chromosome:WBcel235:IV:1216590:1218527:1|gene:WBGene00021123.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W09G12.9,,
W10G11.3.1|cdna|chromosome:WBcel235:II:3561749:3562570:-1|gene:WBGene00021136.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W10G11.3,,
W10G11.20.1|cdna|chromosome:WBcel235:II:3553724:3554616:1|gene:WBGene00021149.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:dnc-3,,
Y4C6A.3.1|cdna|chromosome:WBcel235:IV:5450993:5452455:-1|gene:WBGene00021153.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y4C6A.3,159.0,162.0
Y22D7AR.10.1|cdna|chromosome:WBcel235:III:1701714:1702437:-1|gene:WBGene00021263.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y22D7AR.10,81.0,84.0
Y24D9A.8a.2|cdna|chromosome:WBcel235:IV:4386630:4388878:1|gene:WBGene00021286.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tald-1,741.0,744.0
Y32H12A.7.1|cdna|chromosome:WBcel235:III:5382288:5385407:-1|gene:WBGene00021315.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y32H12A.7,141.0,144.0
Y34D9A.1.1|cdna|chromosome:WBcel235:I:1019827:1029910:-1|gene:WBGene00021327.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mrpl-38,513.0,516.0
Y37E11B.7a.1|cdna|chromosome:WBcel235:IV:3599497:3600164:-1|gene:WBGene00021379.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y37E11B.7,,
Y38F2AR.9.1|cdna|chromosome:WBcel235:IV:2388195:2388675:-1|gene:WBGene00021427.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38F2AR.9,285.0,
Y39A3CL.3.1|cdna|chromosome:WBcel235:III:1777802:1778309:1|gene:WBGene00021441.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39A3CL.3,,
Y39A3CL.4a.1|cdna|chromosome:WBcel235:III:1772567:1777608:-1|gene:WBGene00021442.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39A3CL.4,,
Y39A3CL.7a.1|cdna|chromosome:WBcel235:III:1824919:1833924:1|gene:WBGene00021443.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39A3CL.7,126.0,129.0
Y39G10AR.5.1|cdna|chromosome:WBcel235:I:2342216:2350468:1|gene:WBGene00021463.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zeel-1,0.0,3.0
Y39G10AR.15.1|cdna|chromosome:WBcel235:I:2323916:2327329:-1|gene:WBGene00021471.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39G10AR.15,96.0,99.0
Y39H10A.1.1|cdna|chromosome:WBcel235:V:3767204:3767734:1|gene:WBGene00021478.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39H10A.1,,
Y41D4B.26.1|cdna|chromosome:WBcel235:IV:1631951:1633257:1|gene:WBGene00021525.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y41D4B.26,408.0,411.0
Y42G9A.1.1|cdna|chromosome:WBcel235:III:6149961:6154933:1|gene:WBGene00021531.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y42G9A.1,144.0,147.0
Y43B11AR.1.1|cdna|chromosome:WBcel235:IV:7081514:7082266:1|gene:WBGene00021543.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y43B11AR.1,495.0,
Y45G12B.3a.2|cdna|chromosome:WBcel235:V:2688461:2694430:-1|gene:WBGene00021564.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y45G12B.3,27.0,30.0
Y47G6A.26.1|cdna|chromosome:WBcel235:I:3618889:3619697:-1|gene:WBGene00021650.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y47G6A.26,705.0,
Y48G8AL.12.1|cdna|chromosome:WBcel235:I:1218435:1219002:-1|gene:WBGene00021690.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y48G8AL.12,,
Y49C4A.8a.1|cdna|chromosome:WBcel235:V:696525:699614:-1|gene:WBGene00021709.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ugt-29,27.0,30.0
Y49F6B.5.1|cdna|chromosome:WBcel235:II:3474050:3474729:1|gene:WBGene00021717.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sdz-32,,
Y49F6C.8.1|cdna|chromosome:WBcel235:II:3369175:3370111:-1|gene:WBGene00021730.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y49F6C.8,,
Y50D4A.1a.1|cdna|chromosome:WBcel235:V:1207889:1219874:1|gene:WBGene00021735.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y50D4A.1,807.0,810.0
Y51F10.5.1|cdna|chromosome:WBcel235:I:1924300:1932260:1|gene:WBGene00021766.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:hex-4,9.0,12.0
Y51H7C.7.1|cdna|chromosome:WBcel235:II:1402569:1403215:1|gene:WBGene00021785.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51H7C.7,30.0,33.0
Y53G8AR.2a.1|cdna|chromosome:WBcel235:III:3322970:3331727:1|gene:WBGene00021810.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:phf-15,843.0,846.0
Y54E10BL.5.1|cdna|chromosome:WBcel235:I:3001360:3002847:-1|gene:WBGene00021839.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nduf-5,,
Y54F10AM.11.1|cdna|chromosome:WBcel235:III:2562982:2563983:-1|gene:WBGene00021853.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54F10AM.11,885.0,
Y54G2A.10a.1|cdna|chromosome:WBcel235:IV:2799689:2801039:1|gene:WBGene00021875.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54G2A.10,,
Y54G2A.19.1|cdna|chromosome:WBcel235:IV:2893819:2894730:-1|gene:WBGene00021884.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54G2A.19,,
Y54H5A.4.1|cdna|chromosome:WBcel235:III:5155472:5158774:-1|gene:WBGene00021902.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:oxy-4,225.0,228.0
Y57G7A.1.2|cdna|chromosome:WBcel235:II:1298469:1299714:1|gene:WBGene00021965.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57G7A.1,264.0,
Y57G7A.2.1|cdna|chromosome:WBcel235:II:1296078:1296746:1|gene:WBGene00021966.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57G7A.2,,
Y57G7A.6.1|cdna|chromosome:WBcel235:II:1281974:1285614:-1|gene:WBGene00021969.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57G7A.6,153.0,156.0
Y60C6A.1.1|cdna|chromosome:WBcel235:V:4783613:4784386:1|gene:WBGene00022013.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y60C6A.1,210.0,213.0
Y65B4A.7a.1|cdna|chromosome:WBcel235:I:645626:647242:-1|gene:WBGene00022030.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y65B4A.7,333.0,
Y65B4BL.1.1|cdna|chromosome:WBcel235:I:530969:531998:1|gene:WBGene00022033.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y65B4BL.1,,
Y66H1A.5.1|cdna|chromosome:WBcel235:IV:428070:429133:-1|gene:WBGene00022047.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y66H1A.5,285.0,288.0
Y69A2AR.3.1|cdna|chromosome:WBcel235:IV:2641310:2642113:1|gene:WBGene00022075.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y69A2AR.3,336.0,
Y69A2AR.21.1|cdna|chromosome:WBcel235:IV:2494513:2495174:-1|gene:WBGene00022092.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y69A2AR.21,,
Y69A2AR.23.1|cdna|chromosome:WBcel235:IV:2549926:2551697:-1|gene:WBGene00022094.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y69A2AR.23,,
Y69A2AR.28.1|cdna|chromosome:WBcel235:IV:2612432:2613061:-1|gene:WBGene00022099.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y69A2AR.28,,
Y71F9AL.10.1|cdna|chromosome:WBcel235:I:2866508:2870167:1|gene:WBGene00022115.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71F9AL.10,138.0,141.0
Y71F9B.1.1|cdna|chromosome:WBcel235:I:2774912:2775421:1|gene:WBGene00022125.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71F9B.1,,
Y71G12B.8.1|cdna|chromosome:WBcel235:I:1767887:1790157:1|gene:WBGene00022148.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ddx-27,,
Y71H2AM.4.1|cdna|chromosome:WBcel235:III:2786854:2788028:1|gene:WBGene00022169.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71H2AM.4,348.0,
Y71H2AM.9.1|cdna|chromosome:WBcel235:III:2690160:2698817:-1|gene:WBGene00022174.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71H2AM.9,615.0,618.0
Y71H2AM.10.1|cdna|chromosome:WBcel235:III:2707737:2716447:-1|gene:WBGene00022175.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71H2AM.10,120.0,123.0
Y73B6BL.30a.1|cdna|chromosome:WBcel235:IV:6334215:6335168:1|gene:WBGene00022251.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:blos-2,486.0,489.0
Y73C8B.3.1|cdna|chromosome:WBcel235:V:3191302:3193233:-1|gene:WBGene00022260.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y73C8B.3,510.0,513.0
Y73E7A.6.1|cdna|chromosome:WBcel235:I:1607658:1610041:-1|gene:WBGene00022273.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y73E7A.6,,
Y75B7AR.1.1|cdna|chromosome:WBcel235:V:1391163:1392103:-1|gene:WBGene00022287.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y75B7AR.1,,
Y75B7B.1.1|cdna|chromosome:WBcel235:V:1270911:1273043:1|gene:WBGene00022288.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y75B7B.1,1197.0,
Y82E9BR.4.1|cdna|chromosome:WBcel235:III:1399972:1401305:1|gene:WBGene00022337.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pals-16,,
Y92C3B.1.1|cdna|chromosome:WBcel235:III:1080901:1081300:1|gene:WBGene00022357.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:kbp-4,,
Y95B8A.6c.1|cdna|chromosome:WBcel235:I:882918:890194:1|gene:WBGene00022386.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y95B8A.6,414.0,417.0
Y102A11A.9a.1|cdna|chromosome:WBcel235:X:2013151:2018062:1|gene:WBGene00022419.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y102A11A.9,,
Y110A2AL.10.1|cdna|chromosome:WBcel235:II:2871377:2871914:-1|gene:WBGene00022446.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y110A2AL.10,,
Y119D3B.21.1|cdna|chromosome:WBcel235:III:1214951:1215293:1|gene:WBGene00022497.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y119D3B.21,,
ZC64.2.1|cdna|chromosome:WBcel235:X:3840869:3842448:-1|gene:WBGene00022515.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ttr-48,576.0,
ZC155.2.1|cdna|chromosome:WBcel235:III:5219280:5220093:1|gene:WBGene00022530.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC155.2,,
ZC190.8.1|cdna|chromosome:WBcel235:V:8686958:8687807:-1|gene:WBGene00022542.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC190.8,153.0,156.0
ZC404.9.1|cdna|chromosome:WBcel235:V:6788449:6792665:-1|gene:WBGene00022603.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:gck-2,15.0,18.0
ZC477.7a.1|cdna|chromosome:WBcel235:IV:7110457:7111403:-1|gene:WBGene00022621.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC477.7,651.0,
ZC487.1a.3|cdna|chromosome:WBcel235:V:6727838:6730262:1|gene:WBGene00022623.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC487.1,24.0,27.0
ZK84.1.1|cdna|chromosome:WBcel235:II:6020653:6023349:1|gene:WBGene00022649.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK84.1,,
ZK484.8.1|cdna|chromosome:WBcel235:I:6097494:6097837:-1|gene:WBGene00022754.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nspd-1,,
ZK563.6.2|cdna|chromosome:WBcel235:X:3382868:3385547:-1|gene:WBGene00022770.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:acp-1,156.0,159.0
ZK973.3.1|cdna|chromosome:WBcel235:I:4368089:4370504:1|gene:WBGene00022832.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pdp-1,12.0,15.0
ZK993.1a.1|cdna|chromosome:WBcel235:I:1128324:1131737:1|gene:WBGene00022837.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ceh-45,,
ZK993.2a.1|cdna|chromosome:WBcel235:I:1107578:1112251:1|gene:WBGene00022838.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK993.2,99.0,102.0
ZK1236.1.1|cdna|chromosome:WBcel235:III:8429307:8431586:1|gene:WBGene00022862.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1236.1,87.0,90.0
ZK1248.19.1|cdna|chromosome:WBcel235:II:5838663:5839414:-1|gene:WBGene00022885.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1248.19,,
F54D7.6.1|cdna|chromosome:WBcel235:I:4789190:4789592:1|gene:WBGene00023067.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-41.1,,
M02E1.3.1|cdna|chromosome:WBcel235:X:322523:323214:1|gene:WBGene00023458.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M02E1.3,,
F42A10.9.1|cdna|chromosome:WBcel235:III:6164645:6171165:1|gene:WBGene00023489.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F42A10.9,,
F28F5.4.1|cdna|chromosome:WBcel235:III:6816643:6816880:-1|gene:WBGene00043297.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F28F5.4,,
F39B2.9.1|cdna|chromosome:WBcel235:I:14758786:14759261:-1|gene:WBGene00043308.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tmem-107,,
Y55F3AM.7b.1|cdna|chromosome:WBcel235:IV:984711:990521:-1|gene:WBGene00043705.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:egrh-2,633.0,636.0
ZC404.2.1|cdna|chromosome:WBcel235:V:6787952:6788460:1|gene:WBGene00043952.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC404.2,,
C39D10.11a.1|cdna|chromosome:WBcel235:X:7903280:7905466:1|gene:WBGene00043983.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C39D10.11,57.0,60.0
H32K21.1.1|cdna|chromosome:WBcel235:II:9251788:9254312:-1|gene:WBGene00044006.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nlp-82,18.0,21.0
ZK822.6.1|cdna|chromosome:WBcel235:IV:11924685:11925397:-1|gene:WBGene00044009.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK822.6,,
Y46G5A.38.1|cdna|chromosome:WBcel235:II:12827032:12827519:1|gene:WBGene00044043.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y46G5A.38,66.0,
D1025.10.1|cdna|chromosome:WBcel235:X:14516860:14519229:1|gene:WBGene00044134.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:D1025.10,1194.0,
F28H6.8.1|cdna|chromosome:WBcel235:X:14133896:14134344:-1|gene:WBGene00044137.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F28H6.8,,
F26C11.4.1|cdna|chromosome:WBcel235:II:9915438:9916289:-1|gene:WBGene00044159.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F26C11.4,315.0,
C54C6.7.1|cdna|chromosome:WBcel235:III:3545740:3546419:-1|gene:WBGene00044166.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C54C6.7,45.0,
C12D8.19.1|cdna|chromosome:WBcel235:V:10221662:10221963:1|gene:WBGene00044175.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fipr-9,,
F36D3.14.1|cdna|chromosome:WBcel235:V:16502947:16503282:-1|gene:WBGene00044189.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F36D3.14,,
F46B6.13.1|cdna|chromosome:WBcel235:V:9798926:9799179:-1|gene:WBGene00044192.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F46B6.13,204.0,
F56H9.6.1|cdna|chromosome:WBcel235:V:12628957:12629905:-1|gene:WBGene00044198.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56H9.6,114.0,117.0
T13F3.8.1|cdna|chromosome:WBcel235:V:16271536:16272498:1|gene:WBGene00044205.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T13F3.8,273.0,276.0
F59C6.12.1|cdna|chromosome:WBcel235:I:10520863:10521986:1|gene:WBGene00044251.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F59C6.12,81.0,84.0
Y45F10D.16.1|cdna|chromosome:WBcel235:IV:13776415:13777149:1|gene:WBGene00044257.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y45F10D.16,243.0,246.0
T19H12.12.1|cdna|chromosome:WBcel235:V:4884790:4885420:1|gene:WBGene00044282.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T19H12.12,,
H20J04.9.1|cdna|chromosome:WBcel235:II:4351188:4353159:1|gene:WBGene00044310.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H20J04.9,,
M02D8.7.1|cdna|chromosome:WBcel235:X:8740789:8743057:-1|gene:WBGene00044313.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M02D8.7,99.0,102.0
ZK652.3.1|cdna|chromosome:WBcel235:III:7858979:7859512:1|gene:WBGene00044324.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ufm-1,342.0,345.0
C17F4.12.1|cdna|chromosome:WBcel235:II:3243676:3244162:-1|gene:WBGene00044374.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C17F4.12,,
B0034.7.1|cdna|chromosome:WBcel235:II:5961677:5962024:1|gene:WBGene00044394.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0034.7,,
ZK1290.14.1|cdna|chromosome:WBcel235:II:7554092:7554844:-1|gene:WBGene00044396.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1290.14,549.0,
C02F5.14.1|cdna|chromosome:WBcel235:III:8234526:8235543:-1|gene:WBGene00044445.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C02F5.14,453.0,456.0
Y69F12A.3.1|cdna|chromosome:WBcel235:III:7458815:7459031:-1|gene:WBGene00044451.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fipr-19,,
Y48A5A.3a.1|cdna|chromosome:WBcel235:IV:1969737:1970245:1|gene:WBGene00044466.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y48A5A.3,,
F56D6.9.1|cdna|chromosome:WBcel235:IV:3892998:3893283:1|gene:WBGene00044471.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56D6.9,159.0,
F56D6.10.1|cdna|chromosome:WBcel235:IV:3895070:3895506:1|gene:WBGene00044472.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:dct-8,378.0,
F56D6.12.1|cdna|chromosome:WBcel235:IV:3908107:3908509:1|gene:WBGene00044474.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56D6.12,,
Y54G2A.48.1|cdna|chromosome:WBcel235:IV:2831477:2832687:-1|gene:WBGene00044491.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54G2A.48,,
T11F8.5.1|cdna|chromosome:WBcel235:IV:5482961:5483622:1|gene:WBGene00044499.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T11F8.5,,
C18F3.4a.1|cdna|chromosome:WBcel235:IV:8083961:8086652:-1|gene:WBGene00044508.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nsy-7,126.0,129.0
F26F12.8.1|cdna|chromosome:WBcel235:V:5854848:5856414:-1|gene:WBGene00044544.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F26F12.8,57.0,60.0
R13D7.11.1|cdna|chromosome:WBcel235:V:7399904:7400199:-1|gene:WBGene00044548.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cnc-9,78.0,
F23G4.1.1|cdna|chromosome:WBcel235:X:6601558:6603212:-1|gene:WBGene00044574.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F23G4.1,36.0,39.0
ZK1236.9b.1|cdna|chromosome:WBcel235:III:8432469:8435174:-1|gene:WBGene00044588.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1236.9,213.0,216.0
Y51H7BR.8.1|cdna|chromosome:WBcel235:II:1519222:1520328:1|gene:WBGene00044645.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51H7BR.8,267.0,
ZK622.5.1|cdna|chromosome:WBcel235:II:5289442:5290326:1|gene:WBGene00044667.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK622.5,129.0,132.0
K02B12.9.1|cdna|chromosome:WBcel235:I:8520901:8521915:1|gene:WBGene00044679.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K02B12.9,,
K03H6.7.1|cdna|chromosome:WBcel235:IV:1515510:1516627:-1|gene:WBGene00044719.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:clec-172,189.0,192.0
T03G11.10.1|cdna|chromosome:WBcel235:X:5168739:5171119:-1|gene:WBGene00044732.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T03G11.10,825.0,828.0
Y55F3BR.10.1|cdna|chromosome:WBcel235:IV:832362:833329:1|gene:WBGene00044742.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y55F3BR.10,96.0,99.0
C35B8.4.1|cdna|chromosome:WBcel235:X:9211144:9212321:1|gene:WBGene00044743.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:crb-3,282.0,285.0
C32D5.14.1|cdna|chromosome:WBcel235:II:6335478:6336334:1|gene:WBGene00044755.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C32D5.14,,
ZK863.9.1|cdna|chromosome:WBcel235:V:12177088:12179438:-1|gene:WBGene00044790.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:clec-224,168.0,171.0
W03D8.11.1|cdna|chromosome:WBcel235:I:2818744:2820701:1|gene:WBGene00044796.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W03D8.11,516.0,519.0
K12C11.5.1|cdna|chromosome:WBcel235:I:1332698:1334074:1|gene:WBGene00044896.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K12C11.5,,
M01D7.9.1|cdna|chromosome:WBcel235:I:1851681:1852280:-1|gene:WBGene00044897.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M01D7.9,18.0,21.0
